 3.65   6.309E-001   3.668E-001   2.331E-003
 3.60   7.252E-001   2.742E-001   5.393E-004
 3.55   7.945E-001   2.054E-001   1.279E-004
 3.50   8.351E-001   1.649E-001   4.316E-005
 3.45   8.557E-001   1.443E-001   2.237E-005
 3.40   8.665E-001   1.335E-001   1.527E-005
 3.35   8.734E-001   1.266E-001   1.183E-005
 3.30   8.785E-001   1.215E-001   9.671E-006
 3.25   8.828E-001   1.171E-001   8.118E-006
 3.20   8.867E-001   1.133E-001   6.921E-006
 3.15   8.901E-001   1.099E-001   5.967E-006
 3.10   8.933E-001   1.067E-001   5.190E-006
 3.05   8.962E-001   1.038E-001   4.546E-006
 3.00   8.989E-001   1.011E-001   4.006E-006
 2.95   9.015E-001   9.851E-002   3.548E-006
 2.90   9.039E-001   9.610E-002   3.155E-006
 2.85   9.062E-001   9.380E-002   2.814E-006
 2.80   9.084E-001   9.160E-002   2.517E-006
 2.75   9.105E-001   8.948E-002   2.256E-006
 2.70   9.126E-001   8.743E-002   2.024E-006
 2.65   9.146E-001   8.544E-002   1.817E-006
 2.60   9.165E-001   8.349E-002   1.632E-006
 2.55   9.184E-001   8.158E-002   1.465E-006
 2.50   9.203E-001   7.968E-002   1.314E-006
 2.45   9.222E-001   7.780E-002   1.177E-006
 2.40   9.241E-001   7.593E-002   1.051E-006
 2.35   9.260E-001   7.404E-002   9.364E-007
 2.30   9.279E-001   7.214E-002   8.309E-007
 2.25   9.298E-001   7.022E-002   7.339E-007
 2.20   9.317E-001   6.826E-002   6.447E-007
 2.15   9.337E-001   6.625E-002   5.626E-007
 2.10   9.358E-001   6.420E-002   4.873E-007
 2.05   9.379E-001   6.208E-002   4.184E-007
 2.00   9.401E-001   5.990E-002   3.557E-007
 1.95   9.423E-001   5.765E-002   2.990E-007
 1.90   9.447E-001   5.534E-002   2.484E-007
 1.85   9.470E-001   5.296E-002   2.037E-007
 1.80   9.495E-001   5.052E-002   1.649E-007
 1.75   9.520E-001   4.804E-002   1.317E-007
 1.70   9.545E-001   4.552E-002   1.036E-007
 1.65   9.570E-001   4.299E-002   8.025E-008
 1.60   9.596E-001   4.045E-002   6.123E-008
 1.55   9.621E-001   3.792E-002   4.598E-008
 1.50   9.646E-001   3.540E-002   3.396E-008
 1.45   9.671E-001   3.292E-002   2.463E-008
 1.40   9.695E-001   3.047E-002   1.752E-008
 1.35   9.719E-001   2.805E-002   1.220E-008
 1.30   9.743E-001   2.568E-002   8.295E-009
 1.25   9.766E-001   2.337E-002   5.493E-009
 1.20   9.789E-001   2.112E-002   3.535E-009
 1.15   9.811E-001   1.895E-002   2.207E-009
 1.10   9.831E-001   1.687E-002   1.334E-009
 1.05   9.851E-001   1.490E-002   7.801E-010
 1.00   9.869E-001   1.305E-002   4.398E-010
 0.95   9.887E-001   1.131E-002   2.362E-010
