 8.55   2.586E-042   3.557E-034   4.544E-027   1.237E-020   1.206E-014   1.668E-009   3.834E-005   1.000E+000
 8.54   3.116E-042   4.180E-034   5.208E-027   1.382E-020   1.313E-014   1.769E-009   3.961E-005   1.000E+000
 8.53   3.755E-042   4.913E-034   5.968E-027   1.544E-020   1.430E-014   1.877E-009   4.091E-005   1.000E+000
 8.52   4.524E-042   5.774E-034   6.840E-027   1.726E-020   1.557E-014   1.991E-009   4.226E-005   1.000E+000
 8.51   5.452E-042   6.786E-034   7.838E-027   1.928E-020   1.696E-014   2.112E-009   4.364E-005   1.000E+000
 8.50   6.570E-042   7.975E-034   8.983E-027   2.154E-020   1.847E-014   2.240E-009   4.506E-005   1.000E+000
 8.49   7.918E-042   9.373E-034   1.029E-026   2.407E-020   2.011E-014   2.375E-009   4.652E-005   1.000E+000
 8.48   9.544E-042   1.102E-033   1.180E-026   2.689E-020   2.189E-014   2.519E-009   4.803E-005   1.000E+000
 8.47   1.150E-041   1.295E-033   1.352E-026   3.004E-020   2.383E-014   2.671E-009   4.958E-005   1.000E+000
 8.46   1.386E-041   1.522E-033   1.549E-026   3.357E-020   2.595E-014   2.833E-009   5.117E-005   9.999E-001
 8.45   1.671E-041   1.789E-033   1.774E-026   3.750E-020   2.825E-014   3.004E-009   5.282E-005   9.999E-001
 8.44   2.014E-041   2.102E-033   2.033E-026   4.189E-020   3.075E-014   3.185E-009   5.451E-005   9.999E-001
 8.43   2.427E-041   2.471E-033   2.330E-026   4.679E-020   3.348E-014   3.377E-009   5.626E-005   9.999E-001
 8.42   2.924E-041   2.903E-033   2.669E-026   5.227E-020   3.645E-014   3.581E-009   5.805E-005   9.999E-001
 8.41   3.523E-041   3.411E-033   3.058E-026   5.839E-020   3.967E-014   3.796E-009   5.990E-005   9.999E-001
 8.40   4.245E-041   4.008E-033   3.504E-026   6.521E-020   4.318E-014   4.024E-009   6.180E-005   9.999E-001
 8.39   5.114E-041   4.710E-033   4.014E-026   7.283E-020   4.699E-014   4.266E-009   6.375E-005   9.999E-001
 8.38   6.161E-041   5.534E-033   4.598E-026   8.134E-020   5.114E-014   4.521E-009   6.575E-005   9.999E-001
 8.37   7.424E-041   6.503E-033   5.267E-026   9.083E-020   5.565E-014   4.791E-009   6.781E-005   9.999E-001
 8.36   8.945E-041   7.641E-033   6.034E-026   1.014E-019   6.056E-014   5.078E-009   6.993E-005   9.999E-001
 8.35   1.078E-040   8.980E-033   6.914E-026   1.133E-019   6.590E-014   5.382E-009   7.211E-005   9.999E-001
 8.34   1.299E-040   1.056E-032   7.922E-026   1.266E-019   7.173E-014   5.704E-009   7.436E-005   9.999E-001
 8.33   1.566E-040   1.241E-032   9.078E-026   1.414E-019   7.807E-014   6.046E-009   7.668E-005   9.999E-001
 8.32   1.888E-040   1.459E-032   1.040E-025   1.579E-019   8.497E-014   6.408E-009   7.907E-005   9.999E-001
 8.31   2.276E-040   1.715E-032   1.192E-025   1.764E-019   9.247E-014   6.792E-009   8.153E-005   9.999E-001
 8.30   2.744E-040   2.016E-032   1.366E-025   1.971E-019   1.006E-013   7.198E-009   8.405E-005   9.999E-001
 8.29   3.309E-040   2.370E-032   1.565E-025   2.201E-019   1.095E-013   7.627E-009   8.663E-005   9.999E-001
 8.28   3.989E-040   2.786E-032   1.794E-025   2.458E-019   1.192E-013   8.080E-009   8.928E-005   9.999E-001
 8.27   4.808E-040   3.274E-032   2.055E-025   2.746E-019   1.297E-013   8.561E-009   9.200E-005   9.999E-001
 8.26   5.797E-040   3.849E-032   2.355E-025   3.066E-019   1.411E-013   9.069E-009   9.480E-005   9.999E-001
 8.25   6.988E-040   4.525E-032   2.698E-025   3.425E-019   1.535E-013   9.608E-009   9.769E-005   9.999E-001
 8.24   8.425E-040   5.319E-032   3.092E-025   3.825E-019   1.671E-013   1.018E-008   1.007E-004   9.999E-001
 8.23   1.016E-039   6.253E-032   3.543E-025   4.272E-019   1.818E-013   1.079E-008   1.037E-004   9.999E-001
 8.22   1.225E-039   7.351E-032   4.060E-025   4.771E-019   1.978E-013   1.143E-008   1.069E-004   9.999E-001
 8.21   1.476E-039   8.641E-032   4.652E-025   5.329E-019   2.152E-013   1.211E-008   1.101E-004   9.999E-001
 8.20   1.780E-039   1.016E-031   5.329E-025   5.950E-019   2.342E-013   1.283E-008   1.134E-004   9.999E-001
 8.19   2.146E-039   1.194E-031   6.106E-025   6.644E-019   2.547E-013   1.359E-008   1.168E-004   9.999E-001
 8.18   2.587E-039   1.404E-031   6.995E-025   7.419E-019   2.771E-013   1.439E-008   1.203E-004   9.999E-001
 8.17   3.119E-039   1.650E-031   8.015E-025   8.285E-019   3.014E-013   1.524E-008   1.239E-004   9.999E-001
 8.16   3.761E-039   1.940E-031   9.184E-025   9.253E-019   3.279E-013   1.615E-008   1.276E-004   9.999E-001
 8.15   4.536E-039   2.282E-031   1.053E-024   1.034E-018   3.568E-013   1.711E-008   1.314E-004   9.999E-001
 8.14   5.473E-039   2.684E-031   1.207E-024   1.155E-018   3.883E-013   1.812E-008   1.353E-004   9.999E-001
 8.13   6.605E-039   3.158E-031   1.384E-024   1.291E-018   4.227E-013   1.920E-008   1.393E-004   9.999E-001
 8.12   7.972E-039   3.716E-031   1.587E-024   1.442E-018   4.602E-013   2.035E-008   1.435E-004   9.999E-001
 8.11   9.623E-039   4.373E-031   1.820E-024   1.612E-018   5.009E-013   2.156E-008   1.478E-004   9.999E-001
 8.10   1.162E-038   5.146E-031   2.088E-024   1.802E-018   5.453E-013   2.285E-008   1.521E-004   9.998E-001
 8.09   1.402E-038   6.056E-031   2.394E-024   2.013E-018   5.935E-013   2.421E-008   1.566E-004   9.998E-001
 8.08   1.692E-038   7.125E-031   2.745E-024   2.249E-018   6.458E-013   2.564E-008   1.612E-004   9.998E-001
 8.07   2.042E-038   8.384E-031   3.147E-024   2.513E-018   7.027E-013   2.717E-008   1.660E-004   9.998E-001
 8.06   2.465E-038   9.866E-031   3.608E-024   2.807E-018   7.647E-013   2.878E-008   1.708E-004   9.998E-001
 8.05   2.976E-038   1.161E-030   4.138E-024   3.137E-018   8.323E-013   3.049E-008   1.758E-004   9.998E-001
 8.04   3.593E-038   1.367E-030   4.746E-024   3.506E-018   9.059E-013   3.230E-008   1.810E-004   9.998E-001
 8.03   4.340E-038   1.610E-030   5.445E-024   3.919E-018   9.863E-013   3.422E-008   1.863E-004   9.998E-001
 8.02   5.244E-038   1.896E-030   6.248E-024   4.381E-018   1.074E-012   3.626E-008   1.917E-004   9.998E-001
 8.01   6.335E-038   2.233E-030   7.169E-024   4.899E-018   1.169E-012   3.843E-008   1.973E-004   9.998E-001
 8.00   7.655E-038   2.629E-030   8.227E-024   5.477E-018   1.273E-012   4.072E-008   2.031E-004   9.998E-001
 7.99   9.249E-038   3.097E-030   9.440E-024   6.123E-018   1.386E-012   4.315E-008   2.090E-004   9.998E-001
 7.98   1.117E-037   3.648E-030   1.083E-023   6.846E-018   1.509E-012   4.573E-008   2.151E-004   9.998E-001
 7.97   1.350E-037   4.296E-030   1.243E-023   7.654E-018   1.643E-012   4.847E-008   2.214E-004   9.998E-001
 7.96   1.632E-037   5.061E-030   1.427E-023   8.558E-018   1.790E-012   5.137E-008   2.279E-004   9.998E-001
 7.95   1.973E-037   5.963E-030   1.637E-023   9.570E-018   1.949E-012   5.446E-008   2.345E-004   9.998E-001
 7.94   2.385E-037   7.028E-030   1.880E-023   1.070E-017   2.123E-012   5.773E-008   2.414E-004   9.998E-001
 7.93   2.884E-037   8.283E-030   2.159E-023   1.197E-017   2.312E-012   6.119E-008   2.484E-004   9.998E-001
 7.92   3.488E-037   9.765E-030   2.479E-023   1.340E-017   2.519E-012   6.488E-008   2.556E-004   9.997E-001
 7.91   4.220E-037   1.151E-029   2.847E-023   1.499E-017   2.744E-012   6.878E-008   2.631E-004   9.997E-001
 7.90   5.106E-037   1.358E-029   3.271E-023   1.677E-017   2.990E-012   7.293E-008   2.707E-004   9.997E-001
 7.89   6.180E-037   1.602E-029   3.758E-023   1.877E-017   3.259E-012   7.733E-008   2.786E-004   9.997E-001
 7.88   7.481E-037   1.890E-029   4.319E-023   2.101E-017   3.551E-012   8.200E-008   2.867E-004   9.997E-001
 7.87   9.057E-037   2.230E-029   4.963E-023   2.352E-017   3.870E-012   8.695E-008   2.950E-004   9.997E-001
 7.86   1.097E-036   2.631E-029   5.703E-023   2.633E-017   4.218E-012   9.221E-008   3.036E-004   9.997E-001
 7.85   1.328E-036   3.105E-029   6.554E-023   2.947E-017   4.598E-012   9.779E-008   3.124E-004   9.997E-001
 7.84   1.608E-036   3.664E-029   7.533E-023   3.299E-017   5.011E-012   1.037E-007   3.214E-004   9.997E-001
 7.83   1.947E-036   4.324E-029   8.657E-023   3.693E-017   5.462E-012   1.100E-007   3.307E-004   9.997E-001
 7.82   2.358E-036   5.103E-029   9.951E-023   4.135E-017   5.954E-012   1.167E-007   3.403E-004   9.997E-001
 7.81   2.857E-036   6.024E-029   1.144E-022   4.630E-017   6.492E-012   1.238E-007   3.502E-004   9.996E-001
 7.80   3.462E-036   7.113E-029   1.316E-022   5.185E-017   7.078E-012   1.313E-007   3.603E-004   9.996E-001
 7.79   4.196E-036   8.401E-029   1.513E-022   5.808E-017   7.719E-012   1.393E-007   3.708E-004   9.996E-001
 7.78   5.088E-036   9.926E-029   1.741E-022   6.508E-017   8.419E-012   1.479E-007   3.816E-004   9.996E-001
 7.77   6.171E-036   1.173E-028   2.004E-022   7.294E-017   9.185E-012   1.569E-007   3.927E-004   9.996E-001
 7.76   7.486E-036   1.386E-028   2.306E-022   8.175E-017   1.002E-011   1.665E-007   4.041E-004   9.996E-001
 7.75   9.083E-036   1.639E-028   2.655E-022   9.164E-017   1.093E-011   1.768E-007   4.159E-004   9.996E-001
 7.74   1.102E-035   1.938E-028   3.056E-022   1.027E-016   1.193E-011   1.877E-007   4.280E-004   9.996E-001
 7.73   1.338E-035   2.292E-028   3.519E-022   1.152E-016   1.302E-011   1.993E-007   4.405E-004   9.996E-001
 7.72   1.624E-035   2.711E-028   4.052E-022   1.292E-016   1.422E-011   2.116E-007   4.534E-004   9.995E-001
 7.71   1.973E-035   3.208E-028   4.668E-022   1.449E-016   1.552E-011   2.247E-007   4.667E-004   9.995E-001
 7.70   2.396E-035   3.796E-028   5.377E-022   1.625E-016   1.695E-011   2.387E-007   4.804E-004   9.995E-001
 7.69   2.911E-035   4.493E-028   6.197E-022   1.824E-016   1.851E-011   2.536E-007   4.945E-004   9.995E-001
 7.68   3.538E-035   5.320E-028   7.143E-022   2.047E-016   2.022E-011   2.695E-007   5.092E-004   9.995E-001
 7.67   4.301E-035   6.300E-028   8.235E-022   2.298E-016   2.209E-011   2.864E-007   5.242E-004   9.995E-001
 7.66   5.230E-035   7.462E-028   9.496E-022   2.579E-016   2.414E-011   3.045E-007   5.398E-004   9.995E-001
 7.65   6.362E-035   8.841E-028   1.095E-021   2.896E-016   2.638E-011   3.237E-007   5.558E-004   9.994E-001
 7.64   7.740E-035   1.048E-027   1.263E-021   3.253E-016   2.883E-011   3.441E-007   5.724E-004   9.994E-001
 7.63   9.419E-035   1.242E-027   1.457E-021   3.653E-016   3.151E-011   3.659E-007   5.894E-004   9.994E-001
 7.62   1.147E-034   1.472E-027   1.682E-021   4.104E-016   3.445E-011   3.891E-007   6.069E-004   9.994E-001
 7.61   1.396E-034   1.746E-027   1.941E-021   4.611E-016   3.767E-011   4.138E-007   6.250E-004   9.994E-001
 7.60   1.700E-034   2.071E-027   2.241E-021   5.183E-016   4.120E-011   4.402E-007   6.438E-004   9.994E-001
 7.59   2.072E-034   2.458E-027   2.588E-021   5.826E-016   4.507E-011   4.684E-007   6.631E-004   9.993E-001
