 7.85   9.305E-047   1.547E-039   3.241E-033   1.802E-027   2.763E-022   1.519E-017   3.999E-013   3.594E-009   8.179E-006   3.200E-003   9.968E-001
 7.84   1.186E-046   1.922E-039   4.073E-033   2.204E-027   3.290E-022   1.760E-017   4.508E-013   3.941E-009   8.722E-006   3.298E-003   9.967E-001
 7.83   1.518E-046   2.396E-039   5.121E-033   2.697E-027   3.919E-022   2.040E-017   5.082E-013   4.322E-009   9.303E-006   3.399E-003   9.966E-001
 7.82   1.950E-046   2.999E-039   6.439E-033   3.300E-027   4.669E-022   2.364E-017   5.731E-013   4.740E-009   9.925E-006   3.504E-003   9.965E-001
 7.81   2.514E-046   3.768E-039   8.099E-033   4.041E-027   5.564E-022   2.741E-017   6.463E-013   5.200E-009   1.059E-005   3.612E-003   9.964E-001
 7.80   3.253E-046   4.750E-039   1.019E-032   4.948E-027   6.633E-022   3.178E-017   7.291E-013   5.706E-009   1.130E-005   3.724E-003   9.963E-001
 7.79   4.224E-046   6.008E-039   1.283E-032   6.062E-027   7.908E-022   3.687E-017   8.225E-013   6.262E-009   1.206E-005   3.840E-003   9.961E-001
 7.78   5.501E-046   7.624E-039   1.616E-032   7.428E-027   9.432E-022   4.277E-017   9.282E-013   6.873E-009   1.288E-005   3.960E-003   9.960E-001
 7.77   7.186E-046   9.702E-039   2.036E-032   9.106E-027   1.125E-021   4.963E-017   1.048E-012   7.546E-009   1.375E-005   4.085E-003   9.959E-001
 7.76   9.412E-046   1.238E-038   2.566E-032   1.117E-026   1.343E-021   5.761E-017   1.183E-012   8.286E-009   1.468E-005   4.213E-003   9.958E-001
 7.75   1.236E-045   1.584E-038   3.235E-032   1.370E-026   1.603E-021   6.690E-017   1.336E-012   9.102E-009   1.569E-005   4.347E-003   9.956E-001
 7.74   1.626E-045   2.030E-038   4.081E-032   1.681E-026   1.915E-021   7.770E-017   1.509E-012   1.000E-008   1.676E-005   4.485E-003   9.955E-001
 7.73   2.144E-045   2.608E-038   5.149E-032   2.064E-026   2.288E-021   9.029E-017   1.706E-012   1.099E-008   1.792E-005   4.629E-003   9.954E-001
 7.72   2.833E-045   3.356E-038   6.500E-032   2.535E-026   2.734E-021   1.049E-016   1.928E-012   1.208E-008   1.916E-005   4.777E-003   9.952E-001
 7.71   3.748E-045   4.326E-038   8.208E-032   3.115E-026   3.269E-021   1.220E-016   2.180E-012   1.329E-008   2.049E-005   4.932E-003   9.950E-001
 7.70   4.968E-045   5.586E-038   1.037E-031   3.829E-026   3.909E-021   1.419E-016   2.466E-012   1.462E-008   2.191E-005   5.092E-003   9.949E-001
 7.69   6.595E-045   7.223E-038   1.311E-031   4.708E-026   4.677E-021   1.650E-016   2.789E-012   1.608E-008   2.345E-005   5.258E-003   9.947E-001
